1740413442.675987 server started (72401): version 3.4, socket /private/tmp/tmux-502/default, protocol 8
1740413442.676022 on Darwin 23.6.0 Darwin Kernel Version 23.6.0: Mon Jul 29 21:14:04 PDT 2024; root:xnu-10063.141.2~1/RELEASE_ARM64_T8122
1740413442.676029 using libevent 2.1.12-stable select
1740413442.676038 using utf8proc 2.9.0
1740413442.676044 using ncurses 6.5 20240427
1740413442.727565 cmdq_get_command: [new-session/0x144e33f80] group 2797
1740413442.727567 cmdq_append <client-72399>: [new-session/0x144e33f80]
1740413442.727569 cmdq_append <client-72399>: [server_client_command_done/0x144e22df0]
1740413442.727572 cmdq_next <global>: enter
1740413442.727574 cmdq_next <global>: [set-option/0x144e28290] (0), flags 0
1740413442.727576 cmd_find_best_session: 0 sessions to try
1740413442.727578 cmd_find_current_client: no target, return 0x0
1740413442.727580 cmd_find_best_session: 0 sessions to try
1740413442.727582 cmd_find_current_client: no target, return 0x0
1740413442.727584 cmd_find_best_session: 0 sessions to try
1740413442.727587 cmd_find_target: target none, type pane, item 0x144e28290, flags QUIET,CANFAIL
1740413442.727589 cmd_find_best_session: 0 sessions to try
1740413442.727591 cmd_find_target: error
1740413442.727595 format_defaults: c=none
1740413442.727597 format_defaults: s=none
1740413442.727599 format_defaults: wl=none
1740413442.727601 format_defaults: wp=none
1740413442.727605 format_expand1: expanding format: escape-time
1740413442.727607 format_expand1: result is: escape-time
1740413442.727618 options_push_changes: escape-time
1740413442.727621 cmd_find_best_session: 0 sessions to try
1740413442.727627 cmdq_next <global>: [unbind-key/0x144e25c10] (0), flags 0
1740413442.727629 cmd_find_best_session: 0 sessions to try
1740413442.727631 cmd_find_current_client: no target, return 0x0
1740413442.727633 cmd_find_best_session: 0 sessions to try
1740413442.727635 cmd_find_current_client: no target, return 0x0
1740413442.727637 cmd_find_best_session: 0 sessions to try
1740413442.727639 cmd_find_best_session: 0 sessions to try
1740413442.727642 key_bindings_remove: 0x2 C-b
1740413442.727644 cmd_find_best_session: 0 sessions to try
1740413442.727646 cmdq_next <global>: [set-option/0x144e28d20] (0), flags 0
1740413442.727648 cmd_find_best_session: 0 sessions to try
1740413442.727650 cmd_find_current_client: no target, return 0x0
1740413442.727652 cmd_find_best_session: 0 sessions to try
1740413442.727654 cmd_find_current_client: no target, return 0x0
1740413442.727656 cmd_find_best_session: 0 sessions to try
1740413442.727658 cmd_find_target: target none, type pane, item 0x144e28d20, flags QUIET,CANFAIL
1740413442.727660 cmd_find_best_session: 0 sessions to try
1740413442.727662 cmd_find_target: error
1740413442.727664 format_defaults: c=none
1740413442.727666 format_defaults: s=none
1740413442.727668 format_defaults: wl=none
1740413442.727670 format_defaults: wp=none
1740413442.727672 format_expand1: expanding format: prefix
1740413442.727674 format_expand1: result is: prefix
1740413442.727678 options_push_changes: prefix
1740413442.727681 cmd_find_best_session: 0 sessions to try
1740413442.727683 cmdq_next <global>: [bind-key/0x144e1faa0] (0), flags 0
1740413442.727685 cmd_find_best_session: 0 sessions to try
1740413442.727687 cmd_find_current_client: no target, return 0x0
1740413442.727689 cmd_find_best_session: 0 sessions to try
1740413442.727691 cmd_find_current_client: no target, return 0x0
1740413442.727692 cmd_find_best_session: 0 sessions to try
1740413442.727694 cmd_find_best_session: 0 sessions to try
1740413442.727697 yylex_token: end at EOF
1740413442.727699 yylex_token: send-prefix
1740413442.727701 cmd_parse_build_commands 0:0: send-prefix
1740413442.727704 args_parse: flags end at 1 of 1
1740413442.727707 cmd_parse_build_commands: send-prefix
1740413442.727709 key_bindings_add: 0 C-Space = send-prefix
1740413442.727711 cmd_find_best_session: 0 sessions to try
1740413442.727713 cmdq_next <global>: [bind-key/0x144e1dc50] (0), flags 0
1740413442.727715 cmd_find_best_session: 0 sessions to try
1740413442.727717 cmd_find_current_client: no target, return 0x0
1740413442.727719 cmd_find_best_session: 0 sessions to try
1740413442.727721 cmd_find_current_client: no target, return 0x0
1740413442.727723 cmd_find_best_session: 0 sessions to try
1740413442.727725 cmd_find_best_session: 0 sessions to try
1740413442.727727 yylex_token: end at EOF
1740413442.727729 yylex_token: kill-session
1740413442.727731 cmd_parse_build_commands 0:0: kill-session
1740413442.727734 args_parse: flags end at 1 of 1
1740413442.727736 cmd_parse_build_commands: kill-session
1740413442.727739 key_bindings_add: 0x71 q = kill-session
1740413442.727741 cmd_find_best_session: 0 sessions to try
1740413442.727743 cmdq_next <global>: [bind-key/0x144e16fe0] (0), flags 0
1740413442.727745 cmd_find_best_session: 0 sessions to try
1740413442.727747 cmd_find_current_client: no target, return 0x0
1740413442.727749 cmd_find_best_session: 0 sessions to try
1740413442.727751 cmd_find_current_client: no target, return 0x0
1740413442.727753 cmd_find_best_session: 0 sessions to try
1740413442.727755 cmd_find_best_session: 0 sessions to try
1740413442.727757 yylex_token: end at EOF
1740413442.727759 yylex_token: kill-pane
1740413442.727761 cmd_parse_build_commands 0:0: kill-pane
1740413442.727763 args_parse: flags end at 1 of 1
1740413442.727765 cmd_parse_build_commands: kill-pane
1740413442.727768 key_bindings_add: 0x78 x = kill-pane
1740413442.727770 cmd_find_best_session: 0 sessions to try
1740413442.727773 cmdq_next <global>: [bind-key/0x144e144d0] (0), flags 0
1740413442.727774 cmd_find_best_session: 0 sessions to try
1740413442.727776 cmd_find_current_client: no target, return 0x0
1740413442.727781 cmd_find_best_session: 0 sessions to try
1740413442.727783 cmd_find_current_client: no target, return 0x0
1740413442.727785 cmd_find_best_session: 0 sessions to try
1740413442.727787 cmd_find_best_session: 0 sessions to try
1740413442.727789 cmd_parse_build_commands 0:0: split-window
1740413442.727791 cmd_parse_build_commands 0:1: -v
1740413442.727794 args_parse_flags: next -v
1740413442.727796 args_parse_flags: -v
1740413442.727798 args_parse: flags end at 2 of 2
1740413442.727801 cmd_parse_build_commands: split-window -v
1740413442.727804 key_bindings_add: 0x76 v = split-window -v
1740413442.727806 cmd_find_best_session: 0 sessions to try
1740413442.727808 cmdq_next <global>: [bind-key/0x144e121f0] (0), flags 0
1740413442.727810 cmd_find_best_session: 0 sessions to try
1740413442.727812 cmd_find_current_client: no target, return 0x0
1740413442.727814 cmd_find_best_session: 0 sessions to try
1740413442.727816 cmd_find_current_client: no target, return 0x0
1740413442.727818 cmd_find_best_session: 0 sessions to try
1740413442.727819 cmd_find_best_session: 0 sessions to try
1740413442.727821 cmd_parse_build_commands 0:0: select-pane
1740413442.727823 cmd_parse_build_commands 0:1: -L
1740413442.727826 args_parse_flags: next -L
1740413442.727828 args_parse_flags: -L
1740413442.727830 args_parse: flags end at 2 of 2
1740413442.727832 cmd_parse_build_commands: select-pane -L
1740413442.727836 key_bindings_add: 0x68 h = select-pane -L
1740413442.727838 cmd_find_best_session: 0 sessions to try
1740413442.727840 cmdq_next <global>: [bind-key/0x144e0d940] (0), flags 0
1740413442.727842 cmd_find_best_session: 0 sessions to try
1740413442.727843 cmd_find_current_client: no target, return 0x0
1740413442.727845 cmd_find_best_session: 0 sessions to try
1740413442.727847 cmd_find_current_client: no target, return 0x0
1740413442.727849 cmd_find_best_session: 0 sessions to try
1740413442.727851 cmd_find_best_session: 0 sessions to try
1740413442.727853 cmd_parse_build_commands 0:0: select-pane
1740413442.727855 cmd_parse_build_commands 0:1: -D
1740413442.727857 args_parse_flags: next -D
1740413442.727859 args_parse_flags: -D
1740413442.727861 args_parse: flags end at 2 of 2
1740413442.727863 cmd_parse_build_commands: select-pane -D
1740413442.727866 key_bindings_add: 0x6a j = select-pane -D
1740413442.727868 cmd_find_best_session: 0 sessions to try
1740413442.727870 cmdq_next <global>: [bind-key/0x144e072c0] (0), flags 0
1740413442.727872 cmd_find_best_session: 0 sessions to try
1740413442.727874 cmd_find_current_client: no target, return 0x0
1740413442.727876 cmd_find_best_session: 0 sessions to try
1740413442.727878 cmd_find_current_client: no target, return 0x0
1740413442.727880 cmd_find_best_session: 0 sessions to try
1740413442.727881 cmd_find_best_session: 0 sessions to try
1740413442.727884 cmd_parse_build_commands 0:0: select-pane
1740413442.727885 cmd_parse_build_commands 0:1: -U
1740413442.727888 args_parse_flags: next -U
1740413442.727890 args_parse_flags: -U
1740413442.727892 args_parse: flags end at 2 of 2
1740413442.727894 cmd_parse_build_commands: select-pane -U
1740413442.727897 key_bindings_add: 0x6b k = select-pane -U
1740413442.727899 cmd_find_best_session: 0 sessions to try
1740413442.727901 cmdq_next <global>: [bind-key/0x144e595f0] (0), flags 0
1740413442.727903 cmd_find_best_session: 0 sessions to try
1740413442.727905 cmd_find_current_client: no target, return 0x0
1740413442.727907 cmd_find_best_session: 0 sessions to try
1740413442.727909 cmd_find_current_client: no target, return 0x0
1740413442.727911 cmd_find_best_session: 0 sessions to try
1740413442.727912 cmd_find_best_session: 0 sessions to try
1740413442.727914 cmd_parse_build_commands 0:0: select-pane
1740413442.727916 cmd_parse_build_commands 0:1: -R
1740413442.727919 args_parse_flags: next -R
1740413442.727920 args_parse_flags: -R
1740413442.727922 args_parse: flags end at 2 of 2
1740413442.727925 cmd_parse_build_commands: select-pane -R
1740413442.727928 key_bindings_add: 0x6c l = select-pane -R
1740413442.727933 cmd_find_best_session: 0 sessions to try
1740413442.727935 cmdq_next <global>: [bind-key/0x144e57760] (0), flags 0
1740413442.727937 cmd_find_best_session: 0 sessions to try
1740413442.727939 cmd_find_current_client: no target, return 0x0
1740413442.727941 cmd_find_best_session: 0 sessions to try
1740413442.727943 cmd_find_current_client: no target, return 0x0
1740413442.727945 cmd_find_best_session: 0 sessions to try
1740413442.727947 cmd_find_best_session: 0 sessions to try
1740413442.727949 cmd_parse_build_commands 0:0: resize-pane
1740413442.727951 cmd_parse_build_commands 0:1: -L
1740413442.727953 cmd_parse_build_commands 0:2: 10
1740413442.727955 args_parse_flags: next -L
1740413442.727957 args_parse_flags: -L
1740413442.727959 args_parse_flags: next 10
1740413442.727961 args_parse: flags end at 2 of 3
1740413442.727963 args_parse: 2 = 10 (type STRING)
1740413442.727966 cmd_parse_build_commands: resize-pane -L 10
1740413442.727970 key_bindings_add: 0x48 H = resize-pane -L 10
1740413442.727972 cmd_find_best_session: 0 sessions to try
1740413442.727974 cmdq_next <global>: [bind-key/0x144e57410] (0), flags 0
1740413442.727976 cmd_find_best_session: 0 sessions to try
1740413442.727978 cmd_find_current_client: no target, return 0x0
1740413442.727980 cmd_find_best_session: 0 sessions to try
1740413442.727982 cmd_find_current_client: no target, return 0x0
1740413442.727984 cmd_find_best_session: 0 sessions to try
1740413442.727986 cmd_find_best_session: 0 sessions to try
1740413442.727988 cmd_parse_build_commands 0:0: resize-pane
1740413442.727989 cmd_parse_build_commands 0:1: -D
1740413442.727991 cmd_parse_build_commands 0:2: 10
1740413442.727994 args_parse_flags: next -D
1740413442.727996 args_parse_flags: -D
1740413442.727998 args_parse_flags: next 10
1740413442.727999 args_parse: flags end at 2 of 3
1740413442.728001 args_parse: 2 = 10 (type STRING)
1740413442.728005 cmd_parse_build_commands: resize-pane -D 10
1740413442.728008 key_bindings_add: 0x4a J = resize-pane -D 10
1740413442.728010 cmd_find_best_session: 0 sessions to try
1740413442.728012 cmdq_next <global>: [bind-key/0x144e546e0] (0), flags 0
1740413442.728014 cmd_find_best_session: 0 sessions to try
1740413442.728016 cmd_find_current_client: no target, return 0x0
1740413442.728018 cmd_find_best_session: 0 sessions to try
1740413442.728020 cmd_find_current_client: no target, return 0x0
1740413442.728022 cmd_find_best_session: 0 sessions to try
1740413442.728024 cmd_find_best_session: 0 sessions to try
1740413442.728026 cmd_parse_build_commands 0:0: resize-pane
1740413442.728028 cmd_parse_build_commands 0:1: -U
1740413442.728030 cmd_parse_build_commands 0:2: 10
1740413442.728032 args_parse_flags: next -U
1740413442.728034 args_parse_flags: -U
1740413442.728036 args_parse_flags: next 10
1740413442.728038 args_parse: flags end at 2 of 3
1740413442.728040 args_parse: 2 = 10 (type STRING)
1740413442.728043 cmd_parse_build_commands: resize-pane -U 10
1740413442.728047 key_bindings_add: 0x4b K = resize-pane -U 10
1740413442.728049 cmd_find_best_session: 0 sessions to try
1740413442.728051 cmdq_next <global>: [bind-key/0x144e4daf0] (0), flags 0
1740413442.728053 cmd_find_best_session: 0 sessions to try
1740413442.728055 cmd_find_current_client: no target, return 0x0
1740413442.728056 cmd_find_best_session: 0 sessions to try
1740413442.728058 cmd_find_current_client: no target, return 0x0
1740413442.728060 cmd_find_best_session: 0 sessions to try
1740413442.728062 cmd_find_best_session: 0 sessions to try
1740413442.728064 cmd_parse_build_commands 0:0: resize-pane
1740413442.728066 cmd_parse_build_commands 0:1: -R
1740413442.728068 cmd_parse_build_commands 0:2: 10
1740413442.728070 args_parse_flags: next -R
1740413442.728072 args_parse_flags: -R
1740413442.728074 args_parse_flags: next 10
1740413442.728076 args_parse: flags end at 2 of 3
1740413442.728078 args_parse: 2 = 10 (type STRING)
1740413442.728081 cmd_parse_build_commands: resize-pane -R 10
1740413442.728085 key_bindings_add: 0x4c L = resize-pane -R 10
1740413442.728087 cmd_find_best_session: 0 sessions to try
1740413442.728092 cmdq_next <global>: [set-window-option/0x144e47320] (0), flags 0
1740413442.728094 cmd_find_best_session: 0 sessions to try
1740413442.728096 cmd_find_current_client: no target, return 0x0
1740413442.728098 cmd_find_best_session: 0 sessions to try
1740413442.728100 cmd_find_current_client: no target, return 0x0
1740413442.728102 cmd_find_best_session: 0 sessions to try
1740413442.728104 cmd_find_target: target none, type window, item 0x144e47320, flags QUIET,CANFAIL
1740413442.728106 cmd_find_best_session: 0 sessions to try
1740413442.728108 cmd_find_target: error
1740413442.728110 format_defaults: c=none
1740413442.728112 format_defaults: s=none
1740413442.728114 format_defaults: wl=none
1740413442.728116 format_defaults: wp=none
1740413442.728118 format_expand1: expanding format: mouse
1740413442.728120 format_expand1: result is: mouse
1740413442.728123 options_push_changes: mouse
1740413442.728126 cmd_find_best_session: 0 sessions to try
1740413442.728128 cmdq_next <global>: [set-option/0x144e39880] (0), flags 0
1740413442.728129 cmd_find_best_session: 0 sessions to try
1740413442.728131 cmd_find_current_client: no target, return 0x0
1740413442.728133 cmd_find_best_session: 0 sessions to try
1740413442.728135 cmd_find_current_client: no target, return 0x0
1740413442.728137 cmd_find_best_session: 0 sessions to try
1740413442.728139 cmd_find_target: target none, type pane, item 0x144e39880, flags QUIET,CANFAIL
1740413442.728141 cmd_find_best_session: 0 sessions to try
1740413442.728143 cmd_find_target: error
1740413442.728145 format_defaults: c=none
1740413442.728147 format_defaults: s=none
1740413442.728149 format_defaults: wl=none
1740413442.728150 format_defaults: wp=none
1740413442.728153 format_expand1: expanding format: status-position
1740413442.728155 format_expand1: result is: status-position
1740413442.728159 options_push_changes: status-position
1740413442.728161 cmd_find_best_session: 0 sessions to try
1740413442.728163 cmdq_next <global>: [set-option/0x144e44cf0] (0), flags 0
1740413442.728165 cmd_find_best_session: 0 sessions to try
1740413442.728167 cmd_find_current_client: no target, return 0x0
1740413442.728169 cmd_find_best_session: 0 sessions to try
1740413442.728171 cmd_find_current_client: no target, return 0x0
1740413442.728172 cmd_find_best_session: 0 sessions to try
1740413442.728175 cmd_find_target: target none, type pane, item 0x144e44cf0, flags QUIET,CANFAIL
1740413442.728176 cmd_find_best_session: 0 sessions to try
1740413442.728178 cmd_find_target: error
1740413442.728180 format_defaults: c=none
1740413442.728182 format_defaults: s=none
1740413442.728184 format_defaults: wl=none
1740413442.728186 format_defaults: wp=none
1740413442.728188 format_expand1: expanding format: status-interval
1740413442.728190 format_expand1: result is: status-interval
1740413442.728193 options_push_changes: status-interval
1740413442.728195 cmd_find_best_session: 0 sessions to try
1740413442.728198 cmdq_next <global>: [set-option/0x144e35500] (0), flags 0
1740413442.728200 cmd_find_best_session: 0 sessions to try
1740413442.728201 cmd_find_current_client: no target, return 0x0
